-0.014618,0.12448,0.25211,0.35917,0.43874,0.48628,0.49982,0.47982,0.42893,0.35161,0.25367,0.14181,0.023139,-0.095315,-0.20698,-0.30605,-0.3878,-0.44866,-0.48637,-0.49995,-0.48965,-0.45683,-0.4038,-0.33364,-0.25,-0.15689,-0.058487,0.041084,0.13788,0.22829,0.30916,0.37787,0.4324,0.47134,0.49388,0.49984,0.4896,0.464,0.42438,0.37239,0.30998,0.23932,0.16269,0.08239,0.00074024,-0.080049,-0.1579,-0.23093,-0.29747,-0.35609,-0.40565,-0.44527,-0.47435,-0.49256,-0.49984,-0.49636,-0.48253,-0.45895,-0.42638,-0.38574,-0.33807,-0.28448,-0.22614,-0.16427,-0.10008,-0.034766,0.030509,0.094641,0.1566,0.21543,0.27029,0.32043,0.3652,0.40409,0.43667,0.46266,0.48186,0.4942,0.49968,0.49842,0.49062,0.47657,0.4566,0.43113,0.40062,0.36557,0.32652,0.28403,0.23869,0.19107,0.14176,0.091357,0.040416,-0.010509,-0.06089,-0.11023,-0.15806,-0.20394,-0.24749,-0.28834,-0.32618,-0.36074,-0.39179,-0.41912,-0.44261,-0.46213,-0.47762,-0.48905,-0.49642,-0.49977,-0.49916,-0.49471,-0.48652,-0.47477,-0.4596,-0.44122,-0.41984,-0.39568,-0.36896,-0.33994,-0.30886,-0.27598,-0.24156,-0.20586,-0.16913,-0.13162,-0.093594,-0.055288
0.28007,0.38247,0.45503,0.49371,0.49719,0.46665,0.40552,0.31899,0.21354,0.096423,-0.024903,-0.1432,-0.25186,-0.34527,-0.41897,-0.46985,-0.49618,-0.49757,-0.4749,-0.43013,-0.36615,-0.28656,-0.19542,-0.097053,0.0041555,0.10398,0.19849,0.2842,0.35817,0.41807,0.46223,0.48963,0.49991,0.49331,0.47062,0.43312,0.38249,0.32074,0.25009,0.17292,0.091656,0.0087295,-0.073527,-0.15292,-0.22746,-0.29537,-0.35515,-0.4056,-0.44579,-0.47508,-0.49315,-0.49994,-0.49564,-0.48069,-0.45574,-0.42161,-0.37929,-0.32985,-0.2745,-0.21447,-0.15103,-0.08546,-0.019,0.04714,0.11182,0.17397,0.23264,0.28696,0.33617,0.37965,0.41689,0.4475,0.47121,0.48786,0.49741,0.49993,0.49558,0.4846,0.46732,0.44414,0.41552,0.38196,0.34402,0.30228,0.25733,0.20979,0.16027,0.10939,0.057752,0.0059408,-0.045483,-0.095985,-0.14507,-0.19226,-0.23714,-0.27932,-0.31847,-0.35428,-0.38651,-0.41494,-0.43942,-0.45982,-0.47606,-0.48811,-0.49597,-0.49967,-0.49928,-0.49492,-0.4867,-0.47478,-0.45935,-0.4406,-0.41876,-0.39406,-0.36673,-0.33705,-0.30527,-0.27166,-0.23649,-0.20004,-0.16256,-0.12434,-0.08562,-0.046667,-0.0077249,0.030969,0.069188,0.10672
0.46927,0.49838,0.49123,0.44982,0.37838,0.28289,0.17048,0.048916,-0.074009,-0.19092,-0.29527,-0.38168,-0.44608,-0.48589,-0.49997,-0.4886,-0.45331,-0.39669,-0.32223,-0.234,-0.13645,-0.03418,0.068279,0.16667,0.25716,0.33646,0.40191,0.45153,0.48407,0.49896,0.49629,0.47677,0.44164,0.39257,0.33161,0.26106,0.18341,0.1012,0.016987,-0.066772,-0.14776,-0.22385,-0.29319,-0.35418,-0.40555,-0.44632,-0.47583,-0.49373,-0.49999,-0.49482,-0.47869,-0.45231,-0.41655,-0.37246,-0.32121,-0.26405,-0.20229,-0.13727,-0.070316,-0.0027366,0.064217,0.12937,0.19162,0.25,0.30363,0.35176,0.39378,0.42919,0.45763,0.47887,0.49279,0.49939,0.49878,0.49118,0.47689,0.45628,0.42981,0.39798,0.36137,0.32055,0.27615,0.22881,0.17919,0.12792,0.075636,0.022971,-0.029482,-0.081152,-0.1315,-0.18003,-0.22629,-0.26985,-0.31035,-0.34747,-0.38094,-0.41052,-0.43604,-0.45736,-0.47439,-0.4871,-0.49547,-0.49955,-0.4994,-0.49513,-0.48687,-0.4748,-0.45909,-0.43996,-0.41764,-0.39237,-0.36442,-0.33405,-0.30154,-0.26717,-0.23123,-0.194,-0.15576,-0.11679,-0.077374,-0.037764,0.0017781,0.041005,0.079683,0.11759,0.15451,0.19025,0.22463,0.25749
0.4817,0.42916,0.34746,0.24336,0.12468,-0.00037633,-0.12371,-0.2379,-0.33655,-0.41459,-0.46845,-0.49614,-0.49722,-0.47265,-0.42467,-0.35653,-0.27226,-0.1764,-0.073765,0.030848,0.13284,0.22799,0.31265,0.38379,0.43911,0.47708,0.49689,0.49847,0.48241,0.44988,0.40258,0.34257,0.27224,0.19418,0.11104,0.025525,-0.059772,-0.1424,-0.22011,-0.29093,-0.35318,-0.4055,-0.44686,-0.47658,-0.49431,-0.5,-0.4939,-0.47653,-0.44864,-0.41118,-0.36526,-0.31213,-0.25311,-0.18958,-0.12296,-0.054634,0.014031,0.081738,0.14727,0.20952,0.26747,0.32026,0.36715,0.40751,0.4409,0.46698,0.48554,0.49653,0.5,0.4961,0.4851,0.46737,0.44333,0.4135,0.37844,0.33876,0.29509,0.24811,0.1985,0.14693,0.09407,0.040592,-0.01287,-0.065707,-0.11734,-0.16724,-0.21491,-0.2599,-0.30181,-0.34029,-0.37505,-0.40583,-0.43244,-0.45474,-0.47261,-0.48601,-0.49493,-0.49941,-0.49951,-0.49534,-0.48705,-0.47481,-0.45882,-0.43929,-0.41647,-0.39062,-0.36201,-0.33093,-0.29766,-0.26251,-0.22576,-0.18773,-0.14871,-0.10898,-0.068844,-0.028568,0.011579,0.051338,0.090466,0.12873,0.16592,0.20183,0.23628,0.26909,0.30011,0.3292,0.35625,0.38115
0.3127,0.20051,0.076376,-0.05105,-0.17348,-0.28351,-0.37498,-0.44326,-0.48536,-0.49999,-0.48742,-0.4494,-0.38888,-0.30975,-0.2166,-0.11439,-0.0082155,0.096991,0.19663,0.28663,0.36359,0.42484,0.46851,0.49357,0.49972,0.48743,0.4578,0.41249,0.35361,0.28362,0.20521,0.12118,0.034355,-0.052515,-0.13683,-0.21622,-0.28858,-0.35214,-0.40544,-0.44742,-0.47736,-0.49488,-0.49995,-0.49287,-0.47418,-0.44471,-0.40547,-0.35765,-0.30257,-0.24163,-0.17631,-0.10808,-0.038402,0.031305,0.099695,0.16552,0.22763,0.28501,0.33679,0.38224,0.42076,0.45192,0.47542,0.49111,0.49897,0.49912,0.49176,0.47722,0.45593,0.42838,0.39514,0.35682,0.31409,0.26764,0.21817,0.1664,0.11305,0.058812,0.0043695,-0.049627,-0.10256,-0.15385,-0.20297,-0.24944,-0.29281,-0.33272,-0.36883,-0.40087,-0.42863,-0.45195,-0.4707,-0.48484,-0.49434,-0.49924,-0.49961,-0.49556,-0.48724,-0.47483,-0.45853,-0.43859,-0.41525,-0.3888,-0.3595,-0.32768,-0.29362,-0.25765,-0.22008,-0.18122,-0.14139,-0.10089,-0.060019,-0.019067,0.021687,0.061975,0.10155,0.14016,0.17759,0.21364,0.24811,0.28083,0.31165,0.34043,0.36704,0.39139,0.4134,0.43298,0.45009,0.4647
0.025915,-0.10262,-0.22269,-0.32701,-0.40979,-0.46692,-0.49611,-0.49682,-0.47015,-0.41864,-0.34595,-0.25664,-0.1558,-0.048765,0.059186,0.16305,0.25833,0.34119,0.40857,0.45825,0.48888,0.49995,0.49176,0.46532,0.42225,0.3647,0.29519,0.21652,0.13163,0.043489,-0.044988,-0.13105,-0.21218,-0.28614,-0.35105,-0.40539,-0.448,-0.47814,-0.49543,-0.49985,-0.49172,-0.47165,-0.44051,-0.39941,-0.34961,-0.29251,-0.22961,-0.16247,-0.09262,-0.02161,0.049089,0.11808,0.18408,0.24592,0.30257,0.35316,0.39697,0.43343,0.46214,0.48284,0.49545,0.49998,0.49661,0.48563,0.46742,0.44246,0.41132,0.37463,0.33306,0.28732,0.23816,0.18632,0.13257,0.077637,0.022251,-0.032891,-0.087127,-0.13984,-0.19045,-0.23843,-0.28333,-0.32471,-0.36224,-0.39561,-0.42458,-0.44897,-0.46866,-0.48358,-0.4937,-0.49905,-0.4997,-0.49578,-0.48743,-0.47485,-0.45824,-0.43787,-0.41399,-0.3869,-0.35689,-0.32429,-0.28942,-0.2526,-0.21417,-0.17447,-0.1338,-0.092504,-0.050886,-0.0092498,0.032113,0.072926,0.11293,0.15187,0.18952,0.22567,0.26013,0.29272,0.32328,0.35168,0.37779,0.40153,0.42279,0.44153,0.45769,0.47124,0.48218,0.49049,0.49619,0.49932
-0.27063,-0.36763,-0.44016,-0.48479,-0.5,-0.4861,-0.44507,-0.38025,-0.29607,-0.19767,-0.090602,0.019504,0.12724,0.22766,0.31647,0.39016,0.44613,0.48268,0.49904,0.4953,0.47237,0.43182,0.37581,0.30694,0.22811,0.14239,0.052939,-0.037179,-0.12504,-0.20797,-0.28361,-0.34993,-0.40533,-0.44859,-0.47894,-0.49597,-0.49969,-0.49045,-0.46891,-0.43602,-0.39297,-0.3411,-0.28192,-0.21702,-0.14802,-0.076559,-0.0042469,0.067381,0.13688,0.20293,0.26434,0.32008,0.36928,0.41123,0.44541,0.47144,0.48912,0.49842,0.49941,0.49235,0.47758,0.45556,0.42684,0.39206,0.3519,0.3071,0.25842,0.20666,0.15262,0.097066,0.040787,-0.015478,-0.071019,-0.12517,-0.1773,-0.22686,-0.27333,-0.31626,-0.35527,-0.39003,-0.42027,-0.4458,-0.46648,-0.48222,-0.49299,-0.49882,-0.49978,-0.496,-0.48763,-0.47486,-0.45794,-0.43711,-0.41267,-0.38492,-0.35417,-0.32076,-0.28504,-0.24734,-0.20803,-0.16744,-0.12592,-0.083809,-0.041431,0.00089555,0.042868,0.084199,0.12461,0.16386,0.2017,0.23792,0.27232,0.30472,0.33497,0.36293,0.38847,0.41151,0.43196,0.44977,0.4649,0.47731,0.48701,0.494,0.49831,0.49998,0.49905,0.49559,0.48967,0.48138
-0.46524,-0.49607,-0.49636,-0.46736,-0.41195,-0.3343,-0.23957,-0.13347,-0.021927,0.089227,0.19457,0.28931,0.36948,0.432,0.47481,0.49683,0.49794,0.47887,0.44114,0.38691,0.31885,0.23996,0.15348,0.06272,-0.029072,-0.11879,-0.2036,-0.28097,-0.34876,-0.40527,-0.4492,-0.47975,-0.49649,-0.49946,-0.48903,-0.46594,-0.43122,-0.38613,-0.33212,-0.27079,-0.20382,-0.13294,-0.05988,0.013694,0.086176,0.15608,0.22204,0.28285,0.33748,0.38507,0.42494,0.45659,0.4797,0.49412,0.49987,0.49713,0.48618,0.46747,0.44152,0.40896,0.3705,0.32687,0.27889,0.22738,0.17317,0.1171,0.059986,0.0026303,-0.054208,-0.10981,-0.1635,-0.21468,-0.26279,-0.30733,-0.34789,-0.38411,-0.41569,-0.44242,-0.46414,-0.48075,-0.49222,-0.49856,-0.49986,-0.49622,-0.48783,-0.47488,-0.45762,-0.43633,-0.4113,-0.38285,-0.35133,-0.31708,-0.28047,-0.24187,-0.20163,-0.16013,-0.11774,-0.074791,-0.031642,0.011382,0.053962,0.095801,0.13662,0.17614,0.21414,0.25038,0.28468,0.31683,0.3467,0.37414,0.39904,0.42131,0.44086,0.45765,0.47165,0.48283,0.49121,0.49679,0.49961,0.49972,0.49718,0.49207,0.48446,0.47447,0.46219,0.44773,0.43121,0.41277
-0.48461,-0.44024,-0.37071,-0.28103,-0.17703,-0.064921,0.049067,0.15902,0.25962,0.34636,0.4157,0.46512,0.4932,0.49954,0.48471,0.45013,0.39796,0.3309,0.25209,0.16491,0.072844,-0.020654,-0.11229,-0.19904,-0.27822,-0.34755,-0.4052,-0.44983,-0.48057,-0.497,-0.49915,-0.48746,-0.46274,-0.42608,-0.37885,-0.32261,-0.25906,-0.18999,-0.11722,-0.042567,0.032217,0.10547,0.17564,0.24136,0.30139,0.3547,0.40044,0.43797,0.46684,0.48677,0.49768,0.49967,0.49297,0.47796,0.45516,0.42518,0.38872,0.34655,0.29949,0.24842,0.1942,0.13772,0.079854,0.021452,-0.036668,-0.093732,-0.14902,-0.20186,-0.25166,-0.29788,-0.34006,-0.37781,-0.41081,-0.43881,-0.46163,-0.47917,-0.49138,-0.49827,-0.49991,-0.49645,-0.48804,-0.4749,-0.4573,-0.43551,-0.40987,-0.3807,-0.34837,-0.31324,-0.27571,-0.23616,-0.19497,-0.15254,-0.10923,-0.065437,-0.021503,0.022221,0.065406,0.10774,0.14893,0.18871,0.22682,0.26305,0.29717,0.32903,0.35845,0.3853,0.40947,0.43087,0.44943,0.46511,0.47788,0.48774,0.49469,0.49876,0.5,0.49846,0.49423,0.48738,0.47801,0.46624,0.45217,0.43593,0.41766,0.39749,0.37557,0.35203,0.32702,0.30071
-0.32144,-0.22087,-0.10923,0.0068692,0.121,0.2273,0.32068,0.39705,0.45343,0.48798,0.49999,0.4898,0.45874,0.4089,0.34307,0.26448,0.17667,0.083325,-0.011907,-0.10552,-0.19429,-0.27535,-0.34628,-0.40514,-0.45048,-0.4814,-0.49748,-0.49876,-0.48573,-0.45927,-0.42058,-0.37112,-0.31256,-0.24672,-0.1755,-0.10083,-0.024606,0.051325,0.12524,0.19555,0.26084,0.31988,0.37163,0.41528,0.45021,0.47602,0.4925,0.49965,0.49763,0.48677,0.46753,0.44051,0.4064,0.366,0.32014,0.26972,0.21567,0.15892,0.10039,0.041003,-0.018375,-0.076906,-0.13381,-0.18836,-0.23992,-0.28789,-0.33177,-0.37113,-0.40561,-0.43495,-0.45895,-0.47747,-0.49046,-0.49793,-0.49996,-0.49667,-0.48825,-0.47492,-0.45696,-0.43466,-0.40837,-0.37845,-0.34527,-0.30923,-0.27074,-0.2302,-0.18803,-0.14463,-0.1004,-0.055729,-0.011001,0.033426,0.077209,0.12002,0.16157,0.20156,0.23975,0.2759,0.3098,0.34128,0.37017,0.39634,0.4197,0.44014,0.45762,0.47208,0.48353,0.49195,0.49737,0.49983,0.49938,0.49611,0.49009,0.48142,0.47021,0.45659,0.44068,0.42261,0.40254,0.38061,0.35698,0.33179,0.30521,0.2774,0.24851,0.21871,0.18815,0.15699
